Country,Date,C1_School_closing,C1_Flag,C2_Workplace_closing,C2_Flag,C3_Cancel_public_events,C3_Flag,C4_Restrictions_on_gatherings,C4_Flag,C5_Close_public_transport,C5_Flag,C6_Stay_at_home_requirements,C6_Flag,C7_Restrictions_on_internal_movement,C7_Flag,C8_International_travel_controls,E1_Income_support,E1_Flag,E2_Debt_contract_relief,E3_Fiscal_measures,E4_International_support,H1_Public_information_campaigns,H1_Flag,H2_Testing_policy,H3_Contact_tracing,H4_Emergency_investment_in_healthcare,H5_Investment_in_vaccines,H6_Facial_Coverings,H6_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
Albania,2020-01-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-01-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-01-30,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-01-31,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Albania,2020-02-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,3.57,3.57,4.17,4.17,0,0
Albania,2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,1000000,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,5.36,5.36,6.25,6.25,0,0
Albania,2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,1,1,0,0,0,NA,NA,NA,NA,8.33,8.33,13.1,13.1,11.31,11.31,13.19,13.19,0,0
Albania,2020-03-09,3,1,0,NA,2,1,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,1,1,1,1,0,0,0,NA,NA,2,0,36.11,36.11,41.67,41.67,29.17,29.17,34.03,34.03,0,0
Albania,2020-03-10,3,1,0,NA,2,1,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,0,NA,NA,6,0,41.67,41.67,46.43,46.43,32.74,32.74,38.19,38.19,0,0
Albania,2020-03-11,3,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,0,NA,NA,10,0,51.85,51.85,60.71,60.71,39.29,39.29,45.83,45.83,0,0
Albania,2020-03-12,3,1,2,1,2,1,2,1,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,0,NA,NA,11,1,51.85,51.85,60.71,60.71,39.29,39.29,45.83,45.83,0,0
Albania,2020-03-13,3,1,2,1,2,1,2,1,2,0,2,1,2,1,2,0,NA,0,0,0,2,1,1,1,0,0,0,NA,NA,23,1,78.7,78.7,84.52,84.52,56.55,56.55,65.97,65.97,0,0
Albania,2020-03-14,3,1,2,1,2,1,2,1,2,0,2,1,2,1,2,0,NA,0,0,0,2,1,1,1,0,0,0,NA,NA,33,1,78.7,78.7,84.52,84.52,56.55,56.55,65.97,65.97,0,0
Albania,2020-03-15,3,1,2,1,2,1,2,1,2,0,2,1,2,1,3,0,NA,0,0,0,2,1,1,1,0,0,0,NA,NA,38,1,81.48,81.48,88.1,88.1,58.33,58.33,68.06,68.06,0,0
Albania,2020-03-16,3,1,2,1,2,1,2,1,2,0,2,1,2,1,3,0,NA,0,0,0,2,1,1,1,0,0,0,NA,NA,42,1,81.48,81.48,88.1,88.1,58.33,58.33,68.06,68.06,0,0
Albania,2020-03-17,3,1,2,1,2,1,2,1,2,0,2,1,2,1,3,0,NA,0,0,0,2,1,1,1,0,0,0,NA,NA,51,1,81.48,81.48,88.1,88.1,58.33,58.33,68.06,68.06,0,0
Albania,2020-03-18,3,1,2,1,2,1,2,1,2,0,2,1,2,1,3,0,NA,0,0,0,2,1,1,1,0,0,0,NA,NA,55,1,81.48,81.48,88.1,88.1,58.33,58.33,68.06,68.06,0,0
Albania,2020-03-19,3,1,2,1,2,1,2,1,2,0,2,1,2,1,3,1,0,0,17706949.8,0,2,1,1,1,25000000,0,0,NA,NA,59,2,81.48,81.48,88.1,88.1,60.12,60.12,68.06,68.06,12.5,12.5
Albania,2020-03-20,3,1,2,1,2,1,2,1,2,0,2,1,2,1,3,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,70,2,81.48,81.48,88.1,88.1,63.69,63.69,68.06,68.06,37.5,37.5
Albania,2020-03-21,3,1,2,1,2,1,2,1,2,0,2,1,2,1,3,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,70,2,81.48,81.48,88.1,88.1,63.69,63.69,68.06,68.06,37.5,37.5
Albania,2020-03-22,3,1,2,1,2,1,2,1,2,0,2,1,2,1,3,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,76,2,81.48,81.48,88.1,88.1,63.69,63.69,68.06,68.06,37.5,37.5
Albania,2020-03-23,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,89,2,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-03-24,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,100,4,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-03-25,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,123,5,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-03-26,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,146,5,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-03-27,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,174,6,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-03-28,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,186,9,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-03-29,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,197,10,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-03-30,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,212,10,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-03-31,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,223,12,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-01,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,243,15,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-02,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,259,15,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-03,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,277,16,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-04,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,304,17,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-05,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,333,19,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-06,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,361,21,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-07,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,377,22,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-08,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,383,22,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-09,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,400,22,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-10,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,409,23,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-11,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,416,23,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-12,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,433,23,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-13,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,446,23,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-14,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,NA,NA,467,23,84.26,84.26,91.67,91.67,65.48,65.48,70.14,70.14,37.5,37.5
Albania,2020-04-15,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,475,24,84.26,84.26,91.67,91.67,69.05,69.05,70.14,70.14,62.5,62.5
Albania,2020-04-16,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,494,25,84.26,84.26,91.67,91.67,69.05,69.05,70.14,70.14,62.5,62.5
Albania,2020-04-17,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,518,26,84.26,84.26,91.67,91.67,69.05,69.05,70.14,70.14,62.5,62.5
Albania,2020-04-18,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,539,26,89.81,89.81,91.67,91.67,72.62,72.62,74.31,74.31,62.5,62.5
Albania,2020-04-19,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,548,26,89.81,89.81,91.67,91.67,72.62,72.62,74.31,74.31,62.5,62.5
Albania,2020-04-20,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,0,NA,NA,562,26,89.81,89.81,91.67,91.67,72.62,72.62,74.31,74.31,62.5,62.5
Albania,2020-04-21,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,0,NA,NA,584,26,89.81,89.81,91.67,91.67,75,75,77.08,77.08,62.5,62.5
Albania,2020-04-22,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,0,NA,NA,609,26,89.81,89.81,91.67,91.67,75,75,77.08,77.08,62.5,62.5
Albania,2020-04-23,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,0,NA,NA,634,27,89.81,89.81,91.67,91.67,75,75,77.08,77.08,62.5,62.5
Albania,2020-04-24,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,0,NA,NA,663,27,89.81,89.81,91.67,91.67,75,75,77.08,77.08,62.5,62.5
Albania,2020-04-25,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,0,NA,NA,678,27,89.81,89.81,91.67,91.67,75,75,77.08,77.08,62.5,62.5
